"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!",neutral
" very much so  You know I am coming now on Thursday too right, are there door sales ??",neutral
im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore,negative
**** my life.,negative
geez why do u have to be SO obvious?,neutral
"NIN App Gets Rejected by Apple, Reznor Threatens to go Jailbreak - always entertaining  http://viigo.im/sXB",negative
 lol to see my king,neutral
 my mom wants to lay. We`ll be there later. Probably a little after 10. And  I`m sorry you`re sick,negative
My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him    http://twitpic.com/66pn1,neutral
contemplating whether or not I will go to prom as I listen to my 80`s playlist. 'Somethings tellin me it might be you!' Stephen bishop,neutral
  will have to wait on the recipe at Simply Recipes.  Sorries!,negative
"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!",neutral
gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,neutral
I miss vlogcandy,negative
Apparently it`s 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,negative
" had someone tell me tonight 'there are only 2 states to be in, QLD and Pissed'",neutral
I think my cheap sunglasses are falling apart. Oh well,negative
:visiting my friendster and facebook,neutral
"http://twitpic.com/4wry2 - look, , the rosemary in my back garden, in CameraBag`s 'Lolo' mode",neutral
"Omg, my mom just called... Im too late... Hes gone",negative
_tah oh no.  *hugs*,neutral
" OMG!! Hahaha! I thought you were joking about Twittering that, hahaha!! Awesome, good times were had by all",positive
"Yesterday I didn`t do much because I was just lazy, but today I don`t feel so good.",negative
4 more followers.. follow me and I`ll love you!! *pouts* Please?,positive
Gonna read a story bout adam lambert online then bed. Nighty night,neutral
What? I focused on Tom so much I didn`t see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.,neutral
 her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,positive
"Just wanted to say, positivity is doin me good! Change it up! Won`t regret it... Forsure..",positive
 hahahha but days off are cool when nothings open  its like isolated and haha cool,positive
saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,negative
 She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),negative
 me too... it goes to my phone so all night long sometimes my phone is blowing up... so nice to wake up to!,neutral
In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,neutral
" Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",neutral
" come home, then. Not so boring here.",negative
Bouncing Rush makes me feel nauseous,negative
"just got back from the pool, need to ice the knee",neutral
 the washer se chingo  ha  ha!! I`m busting my grandma lucia waaaaay back in the early 90`s lol,neutral
mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,negative
" Hello, yourself. Enjoy London. Watch out for the Hackneys. They`re mental.",negative
 take a medicine,neutral
" Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G....",negative
isnt going to the movies!! i got grounded,negative
Just finished reading Chuck Palahniuk`s 'Pygmy' and kind of hated it. I`m really disappointed; I had pretty high hopes for this one.,negative
poor baby girl chloe is freaking out because of all of the noise!  She so cute and pitiful hiding under the middle of the table!,neutral
work soonnnnnn  it`s looking rly dead today...,negative
 heeeeey baby ? where are you?,neutral
"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",neutral
" Omg. I am so sorry. Sorry, I never know what to say",negative
 *hug* yep I hate that meself,negative
Watching Miley Cyrus on youtube!,neutral
 but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative
" that`s half the solution, it doesn`t address the intrusion into the link-sharing process, but thanks",positive
 okay thank you! i can`t find it,positive
My best friend is coming!excited,positive
"  Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins",neutral
Laying on my bed. ONE spot smells like vanilla.  awesome,positive
"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",neutral
happpy mothers day,positive
just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops,neutral
i mean monday take the test monday!!!! please o please !,neutral
Watching 'Hostage'! Also got an idea for that animation i`m making. Hope to have it ready and post a link here by the fifth of June,positive
" What Makes Me Happy? My Daughter, My Family & Their Support, Money, Shopping, & Restaurants",positive
 would that just eat away at your masculinity? What masculinity did you have? :p haha u`d probs beat me tho  haha xo,positive
  I guess you are not interested !!,negative
"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",neutral
"http://bit.ly/UnRyF  I want this, but...",neutral
 yes! it definitely paid off ... thanks 4 the advice,positive
holy smokes! star trek was freaking awesomeeeee,positive
 bacoor  wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi,neutral
Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative
OMG 17 again... I`m so buying that on DVD   Yeahness for another good movie  Also thanks to my movie buddies :],positive
 Still jealous,negative
 Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,positive
 How inconsiderate!,negative
 those splinters look very painful...but you were being very heroic saving mr. Pickle,negative
 I was going to hidden-file it and you`re thinking about youtube? SO NOTT! Lol. Hey put the phone down and more swimming,neutral
 ... I think I`m gonna fail aswel!,negative
im tweeting... this is so hard... i dont get it...,negative
once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,negative
is sooo close to finishing her exams  role on monday and i will have my life back.,positive
Goooooodmorning,positive
 hey mia!  totally adore your music.  when will your cd be out?,positive
" ok sweet! and whenever u want, I am stuck in bed all weekend",negative
I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,positive
Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,positive
"So has anyone had that yucky new throwback pepsi and mountain dew yet? If they plan on keeping it around, I will not be drinking it!",negative
 Thanks!,positive
http://twitpic.com/66xlm -  hate when my PARKED car gets hit,negative
 Sorry we couldn`t get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,negative
"Sleeeep. Good day, nice night, comfy bed.",positive
  really? ur a brave lady walkin around those lions then.  any other book suggestions?,positive
"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",negative
My mother is taking Gambit to the vet today. I hope it`s nothing too serious.,positive
"just got back from hangin with the bestie at the pool, soo nice",positive
_X sorry about that.,negative
 haha yes,neutral
 i do show some discretion occasionally,negative
 oh nice going!,positive
im still melting and im in the house in the shade  its not fair.,negative
 Invite them to your house instead,neutral
"good morning tweetie world.  have a great day, everyone.",positive
" dude, that`s eff`ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",negative
Wide awake and grouchy as ****.,negative
My legs are so **** sore. And my feet hurt to walk. Whataday,negative
"Sick. Feel like jello, can`t talk, and delirious.",negative
hi guys just doing da usael notmuch really! <3 sad me,negative
" also bored at school, its my third freelesson( freistunde )",neutral
It just occured to me..... tonight is Cheri`s Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.,negative
 angels even though I`m probably not the third... ANGELS AND DEMONS,neutral
where is the rain please come out,neutral
today was a lovely day! I had fun with  and  this evening!,positive
 sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,negative
shower before doctor`s appointment,neutral
Revision continues. Getting so bored and tired. I can`t wait to get out and do interesting things. Only a week and half left though,negative
" doing pretty well, up and wide awake",positive
 hope ya sleepin well  guys still here,positive
i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,negative
People are just pisssing me offf. Ugh,negative
 http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon,positive
Gained 3lbs wish I could afford something other than top ramen... If only I had a job...,negative
"'suprised' mom with a cake and a present, because it`s mother`s day!  dad had bought flowers. : >",positive
`Allo there twitter  how are we today?,neutral
_Divine take my advice lookin through the phone cost me my relationship,positive
 voc que sumiu forever do msn.,neutral
 ah  Hate it when that happens! The Race to Erase MS is this week. Are you going?,negative
 wasssup cocoliciousness!!! I knew u didn`t recognize me!  how`s ur daughter?,neutral
10 more minutes and i never have this class again. Its kinda sad cause this class is so fun,neutral
" I kind of figured. He`d probably be unable to reason out why a lot of the things in manga happen, or the way they happen.",negative
"  I may see the sun come up. All my bits are sore today - but life is still grand  Tomorrow is a new day! Sleep well, Friend!",neutral
"I miss my Nipissing pitas  Good thing we`ve got a Euphoria in Barrie, `cause I would never survive summer without my pitas AND smoothies!!",positive
" Mmmm, I had honey mustard chicken w/ rice & veges",neutral
"I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...",neutral
I hate watchn things that make me sad n wana cry,negative
" - Bless you as well sweetie, and i hope you have a wonderful weekend",positive
 did not understand anything you said,neutral
I loveeee NY! Getting breakfast then gonna go mimis I`m sooo tiredddd! missing him ODeeee! Love you,neutral
Clambering about in crashed cars. Hilarious fun,positive
" what on earth happened to wentworth`s page?!? i`m devastated, as i`m sure ALL of his fans are!",negative
Crisis: forgot my fringe comb  I`m with men....no one will help me,negative
....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge,neutral
 while you awake ?,neutral
 my boss. She`s moving to NYC,neutral
"what is love!? baby don`t hurt me, don`t hurt me, no more. I WANT TO WATCH `NIGHT AT THE RUXBURY` RIGHT NOW!!!!",negative
 voting has closed,neutral
" man, 4 months until we get to see what those drunk tweets were all about",neutral
 me too,neutral
 no it doesn`t...sheesh,neutral
" Thanks! Am trying.. (keeping my chin up, ouch!)",neutral
"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not get beat, so Have a Good Day, and please text me",neutral
"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative
"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",positive
I`m Having a Baby Girl! (In the next 17 Days!) I think I`m gonna keep this handy  http://budurl.com/f9p5 Funny Stuff!,neutral
"just woke up, I`m starving",neutral
is lets chat,neutral
E3 2009 will be the first time I will not get to see G4TV`s E3 coverage since Comcast moved the  G4 channel from basic cable to premium,neutral
" last night after long drive, slept really well, now time for dino`s wasstraat",positive
 lol   the things u gotta do sometimes man smh lol,neutral
 cool. I`m tempted too see it again  I feel sorry for JB though because there were hardly any people,neutral
I slept at 2am yesterday,neutral
 will do! I may just have to keep it on my shelf with the rest of my old cameras,neutral
and this stupid wireless wont work downstairs,negative
" it was a lonely battle, my friend, but you fought valiantly!",positive
I am sooo tired,negative
Today was sooo boring in school. I was sleeping all the time,negative
"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you   :@",negative
 LMAO... Smh!  that one threw me off.,neutral
 Sorry to disappoint. Not a big Nascar fan but I`m still an all-around decent redneck other than that.,negative
" You`ve got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it`s what life is for",positive
Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,positive
" i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?",negative
_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,negative
i`ve just woken up,neutral
 You win ... SIGH Rakeem,positive
On the bus goin 2 work but omg seriously im sooooo tired dont know if i`ll survive the 8 hour shift,negative
 how come  its for us now to win ms twitter world.is it not working for you ?,neutral
 Now that`s a very nice way to fall asleep.,positive
Jay Leno has one more show left as the host of The Tonight Show,neutral
 Happy Mother`s Day!,positive
Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,negative
" Every time I have Friday off. Sadly, that`s not too often",negative
will be back later.  http://plurk.com/p/rp3k7,neutral
 FOR REAL!  Isn`**** exciting!!!!,positive
Rainy Mondays... Is there a better day to work at home?? I am thankful!!,positive
"Entered house searching mode yesterday... we need to find an apartment in Dsseldorf until the end of August, this one was temporary...",neutral
 Welcome,positive
My Monday has been going extremely well. Not what I expected at all!,positive
my little booboo is sick,negative
We`re not gonna be able to talk again,negative
  Just amazes the heck out of me still....this 'internet thing',positive
 I can`t  has blocked me.  I can`t even request,negative
Ive got mad cramps in my legs,negative
_pearlman  mow love mow,positive
"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!",positive
Dinner with the family. Watching wild child in the car,neutral
 _face  and nana.wish i was there last night,positive
 My public talk in July got canceled and I don`t know why.,negative
OMG... I just learned that the little girl who played Ducky in the very first Land Before Time movie was murdered at the age of 10. WTF?,negative
if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,neutral
"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",negative
 Absolutely,neutral
i tried calling work 5 times and they wont answer,negative
Happy Star Wars Day! May the 4th be with you!  http://tr.im/kq95,positive
 oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral
 traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,negative
Watching Ripley`s Believe it or Not while eating=bad choice,negative
 i feel like tweeting you for no reason. so um hiiiiii.,negative
 We said anyone could 'write one'...those special 10 selected are - of course - chosen because they are OUTSTANDING!,positive
 Have a great weekend Mononoke  I may be tweeting from inside the movie theater either Monday or Tuesday  lol,positive
"1st- TY to those who follow back.  2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+",neutral
im soo bored...im deffo missing my music channels,negative
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",positive
"Love song for the night, 'Then' by Brad Paisley.  Happy Mother`s Day   Love & Light ~ Joy",positive
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",positive
figuring out wats wrong with her she can drink but cant eat  ...,negative
 ask  to create a fake competetion and declare you the winner and then gift you a return ticket courtesy the producers.,negative
I`m sitting around wanting to do something  any ideas?,neutral
 Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,positive
Jus got done swimming! Soon ima need to stay outta the sun,neutral
Needs a yummy breakfast after her shift,positive
needs a job,neutral
"Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,",positive
"_Ada_Franco I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It`s $80!",neutral
watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,positive
 think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill,neutral
 omg evie. we have to do our plan for hot 30 tomorrow night,neutral
 australian hardcore/metalcore scene is amazing right now. look up third strike and chelsea smile. AND BMTH IN 7 DAYS,positive
 will have to pare down his collection of portraits of  and bangbang,neutral
"I`m so unhappy being here. I hate it. It`s affecting everything. My relationships with people, my personality, my attitude...",negative
i m totally confused and bored.. my life must change!!,negative
": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",neutral
Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.,positive
Is at a photoshoot.,neutral
 Ow. Okay.  It`s good you`re better now.,positive
Worried about the reply after sending THE SMS to 78277.,negative
" awww, a very happy birthday to him",positive
" **** none. But yea last weekend was crazy, i think i partied to hard, thats why im sic.",neutral
"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",positive
"finally gone to the beach, yeaaaah!",positive
Off to class. Be back in about 2 hours!,neutral
 say a hi to me tom  please please,neutral
"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc",neutral
so very irratated,negative
 Well best of luck,positive
"Had a good time at Flap-a-taco with , , and ",positive
 I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,neutral
"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",positive
Don`t follow your dreams; chase them.- Richard Dumb (who I think is very smart,positive
Thanks to all who follow me  ... wish ya`ll the best ;),positive
just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,positive
Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0,negative
"sigh, still SEOs are submitting their client sites with part or no contact information on, I really don`t know how to make them read",neutral
 i had a dream that u didn`t like me,negative
" I tried to translate your tweet using google translation service, but it just spat it out back out at me",negative
 i love youuuuu nick santino! thirteen dayssss,positive
 Cheers!  I`d like to thank zBrush for making it all possible,positive
Senior`s last day.,neutral
 If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,negative
is a sleepyhead. looking forward to tomorrow. i love his family.,positive
"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
I tell him today! :S it`s his last day,neutral
  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,positive
good morning people !! in good old germany is it soooo cold,positive
_aka_Rowan he could be talking to me  (he`s probably not though ;) ),negative
"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral
hollie steel on bgt was absolutely excruciating to watch...poor girl.,negative
"Very excited about camp, loads of people aren`t but I am thrilled about that fact we get to sleep in tents and roll around in mud",positive
Tempted to buy MAC at ACW....even though I don`t need anything....but I want to try dazzleglasses,neutral
 I wish you weren`t going to a 19+ venue in Vancouver,neutral
 oh I am so sure they do get everything. They live their like celebrities,positive
Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun`s out... Nope.. Gone...,neutral
DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,positive
 did you finish twilight? i did! and i wish it wasnt over,positive
" I know   It was worth a shot, though!",positive
Last song .. then I really have to go  ? http://blip.fm/~5jbvo,neutral
She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,neutral
Test discovery just missed being in Py3.1,negative
but  Humira isn`t right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done,neutral
Is watching 'It takes Two'.... such a classic lol,positive
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative
 busy wit work  how is your business going on?,neutral
"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",positive
morning!  well excited dancing down the park todayyy! should be good!  wooo c`mon venue!  ****,positive
 Yes! You do!,positive
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",negative
 http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,positive
needs to escape from this town. getting ready. seeyuhhh.,neutral
" Sorry blokey, 6 hrs later & i`m still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self",neutral
feeling extremally ill,negative
come and save me from my packing please?!,neutral
   ...Thank you Mr. President!....,positive
i just dyed my hair,neutral
"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",negative
guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,neutral
Will miss my baby for 2 days,negative
My throat is on fire,neutral
"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it",positive
Taking care of yucky stuff.,negative
 they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right,negative
" Don`t fall to celebrity worship, though... just write what you think, do the best you can and rock on",positive
"'you can ride one, you can catch one, but its not summer til you pop open one'  ?",neutral
" As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",positive
 Right now it is 5:07am.  Ugghhh.,negative
_phillips She says yes  shall we say 6:30?,neutral
Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,negative
Hey guys I`m going to create an iPhone app that`s a twitter client called Tweetilicious please  me your thoughts!,neutral
 IN Filipino if u say 'Nakuh grabeh!' it`s like sayin OMG,neutral
thanks !!my real name is nadia,positive
Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive
"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",positive
hope`s she see her bestie today,positive
 yeah the weather ruined my plans too  i was gonna beach it up as well,negative
 Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!,positive
 Just discovered your `Band from TV`... you guys are really good! Love the music,positive
 ahh! Yay!  so you`re gonna get it?,positive
 LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!,positive
 Haha **** you not inviting me,negative
 im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
 I`d Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,positive
" anytime love..you looked beautiful! Next time your in nyc, hopefully we can link up! Enjoy your evening",positive
 HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral
This chair is not comfortable at all,negative
argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt,negative
stayn @ home from school. sick. doc says I have bronchitis,negative
I am in so much pain I really don`t feel too good. Couldn`t eat my dinner,negative
why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,negative
_roe oh well.  I`ve never seen him do anything before so I`m not gonna say anything.,neutral
: eww. dislike,negative
"Family is here,hanging with them",neutral
"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",positive
" yeahh, yeah its the hifi lol. grr dads being a pain, he said if i dont find anyone to go with i cant go :@",negative
finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral
Another HD - my lecturer was gob smacked by how good our presentation was,positive
 lololol i love kenan and kel its rocks soo hard and im watching it now..right now.,positive
Happy Mom`s day to your moms !,positive
 RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,negative
 lol. just don`t ever forget me,positive
 Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,negative
life is so good. and it will much greater on Thursday at 5pm!,positive
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral
 hm... Both of us I guess...,neutral
am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,negative
 thanks Todd. Enjoyed reading your blog too - I had a little cheer for good old Alfred Wallace. Curious to read your book,positive
Just got back from  `s party! Sooo much fun! Boom boom pow~ hahaha! ooh and I just told my mom happy mother`s day,positive
feels strong contractions but wants to go out.  http://plurk.com/p/wxidk,neutral
i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,negative
"has burnt my hand on the cooker, it hurts",negative
it`s Mothers Day today,neutral
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",neutral
"has applied for OSAP yet again- God, I`m gonna owe major $$$ by the end of my academic career, this just ain`t right!!",negative
Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,negative
"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",positive
"Yogurting. Home from lady Mona`s, on the fone w no song from Yoplait. Lookin forward to hrs w  tmorrow & rehearsals  Gnight all!",positive
doesn`t get to see her fav5 today like planned,neutral
my bf had to go to her dads for the week end. i will have 2 full days of bordom.,negative
" oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",negative
" haha that was good, slightly geeky but funny  x",positive
 so true   sad to say.  I`m glad you`ll be with me to be my support group ;),neutral
Boy is all graduated!  So proud of him!,positive
when living in Spain..you can NEVER take a hot shower for granted..luckily I have nice friends across the street,positive
 braving the standby line @ TheView bright & early today!! hope to hear about your book & hope I get in! 3rd time`s the charm,positive
@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake),neutral
 that`s dope!  stay out of trouble,neutral
 mmmm lauren conrad eeeeep im going to miss the hills,negative
 oh wow...hope he`s ok  u take him 2 the vet?,neutral
" Good luck whit the show tonite man, ill be watching",positive
Let`s continue being productive today,positive
http://bit.ly/wZK3o  <--- Paranoid. I actually like it better performed live rather than the studio version.,neutral
"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",neutral
http://twitpic.com/4jken - fire and urban at rock challenge,neutral
 just say no reeesee cup,neutral
" Thanks, none close to me.",positive
Did you know call of duty has a scenario game called 'Nazi zombies?' it`s awesome and scary at the same time,neutral
sorry guys i didn`t sign in for a while  sorry every1,negative
 Hell Yeah!,neutral
_B all the shows are sold out  so I have to wait til tomorrow or sunday...,neutral
 cool  that`s good. You back on trains for a while?,positive
